label,key,description,condition,category,technique,track_type,organism,strain,first_author,pubmed_id
Guida_WT_BMW_1_3_density,Guida et al WT on BMW (biol rep 1; tech rep 3) density,"Read density, WT on BMW",BMW medium,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_1_4_alignments,Guida et al WT on YPD (biol rep 1; tech rep 4) alignments,"Aligned non-strand-specific single-end reads, WT control",control,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_1_4_coverage,Guida et al WT on YPD (biol rep 1; tech rep 4) coverage,"Read coverage, WT control",control,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_1_4_density,Guida et al WT on YPD (biol rep 1; tech rep 4) density,"Read density, WT control",control,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_BMW_2_1_alignments,Guida et al WT on BMW (biol rep 2; tech rep 1) alignments,"Aligned non-strand-specific single-end reads, WT on BMW",BMW medium,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_BMW_2_1_coverage,Guida et al WT on BMW (biol rep 2; tech rep 1) coverage,"Read coverage, WT on BMW",BMW medium,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_BMW_2_1_density,Guida et al WT on BMW (biol rep 2; tech rep 1) density,"Read density, WT on BMW",BMW medium,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_2_1_alignments,Guida et al WT on YPD (biol rep 2; tech rep 1) alignments,"Aligned non-strand-specific single-end reads, WT control",control,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_2_1_coverage,Guida et al WT on YPD (biol rep 2; tech rep 1) coverage,"Read coverage, WT control",control,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_2_1_density,Guida et al WT on YPD (biol rep 2; tech rep 1) density,"Read density, WT control",control,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_BMW_2_2_alignments,Guida et al WT on BMW (biol rep 2; tech rep 2) alignments,"Aligned non-strand-specific single-end reads, WT on BMW",BMW medium,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_BMW_2_2_coverage,Guida et al WT on BMW (biol rep 2; tech rep 2) coverage,"Read coverage, WT on BMW",BMW medium,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_BMW_2_2_density,Guida et al WT on BMW (biol rep 2; tech rep 2) density,"Read density, WT on BMW",BMW medium,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_2_2_alignments,Guida et al WT on YPD (biol rep 2; tech rep 2) alignments,"Aligned non-strand-specific single-end reads, WT control",control,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_2_2_coverage,Guida et al WT on YPD (biol rep 2; tech rep 2) coverage,"Read coverage, WT control",control,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_2_2_density,Guida et al WT on YPD (biol rep 2; tech rep 2) density,"Read density, WT control",control,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_2_3_alignments,Guida et al WT on YPD (biol rep 2; tech rep 3) alignments,"Aligned non-strand-specific single-end reads, WT control",control,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_2_3_coverage,Guida et al WT on YPD (biol rep 2; tech rep 3) coverage,"Read coverage, WT control",control,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_2_3_density,Guida et al WT on YPD (biol rep 2; tech rep 3) density,"Read density, WT control",control,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_BMW_3_1_alignments,Guida et al WT on BMW (biol rep 3; tech rep 1) alignments,"Aligned non-strand-specific single-end reads, WT on BMW",BMW medium,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_BMW_3_1_coverage,Guida et al WT on BMW (biol rep 3; tech rep 1) coverage,"Read coverage, WT on BMW",BMW medium,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_BMW_3_1_density,Guida et al WT on BMW (biol rep 3; tech rep 1) density,"Read density, WT on BMW",BMW medium,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_3_1_alignments,Guida et al WT on YPD (biol rep 3; tech rep 1) alignments,"Aligned non-strand-specific single-end reads, WT control",control,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_3_1_coverage,Guida et al WT on YPD (biol rep 3; tech rep 1) coverage,"Read coverage, WT control",control,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_3_1_density,Guida et al WT on YPD (biol rep 3; tech rep 1) density,"Read density, WT control",control,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_hypoxia_1_1_alignments,Guida et al DGE for WT on YPD under 1% oxygen (biol rep 1; tech rep 1) alignments,"Aligned non-strand-specific single-end reads, WT hypoxia",1% oxygen,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_hypoxia_1_1_coverage,Guida et al DGE for WT on YPD under 1% oxygen (biol rep 1; tech rep 1) coverage,"Read coverage, WT hypoxia",1% oxygen,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_hypoxia_1_1_density,Guida et al DGE for WT on YPD under 1% oxygen (biol rep 1; tech rep 1) density,"Read density, WT hypoxia",1% oxygen,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_4_1_alignments,Guida et al WT on YPD (biol rep 4; tech rep 1) alignments,"Aligned non-strand-specific single-end reads, WT control",control,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_4_1_coverage,Guida et al WT on YPD (biol rep 4; tech rep 1) coverage,"Read coverage, WT control",control,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_4_1_density,Guida et al WT on YPD (biol rep 4; tech rep 1) density,"Read density, WT control",control,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_mediamix_1_1_alignments,Guida et al WT on mixed BMW-YPD (biol rep 1; tech rep 1) alignments,"Aligned non-strand-specific single-end reads, WT on mediamix",Mediamix medium,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_mediamix_1_1_coverage,Guida et al WT on mixed BMW-YPD (biol rep 1; tech rep 1) coverage,"Read coverage, WT on mediamix",Mediamix medium,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_mediamix_1_1_density,Guida et al WT on mixed BMW-YPD (biol rep 1; tech rep 1) density,"Read density, WT on mediamix",Mediamix medium,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_hypoxia_2_1_alignments,Guida et al DGE for WT on YPD under 1% oxygen (biol rep 2; tech rep 1) alignments,"Aligned non-strand-specific single-end reads, WT hypoxia",1% oxygen,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_hypoxia_2_1_coverage,Guida et al DGE for WT on YPD under 1% oxygen (biol rep 2; tech rep 1) coverage,"Read coverage, WT hypoxia",1% oxygen,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_hypoxia_2_1_density,Guida et al DGE for WT on YPD under 1% oxygen (biol rep 2; tech rep 1) density,"Read density, WT hypoxia",1% oxygen,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_hypoxia_3_1_alignments,Guida et al DGE for WT on YPD under 1% oxygen (biol rep 3; tech rep 1) alignments,"Aligned non-strand-specific single-end reads, WT hypoxia",1% oxygen,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_hypoxia_3_1_coverage,Guida et al DGE for WT on YPD under 1% oxygen (biol rep 3; tech rep 1) coverage,"Read coverage, WT hypoxia",1% oxygen,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_hypoxia_3_1_density,Guida et al DGE for WT on YPD under 1% oxygen (biol rep 3; tech rep 1) density,"Read density, WT hypoxia",1% oxygen,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_upc2_YPD_hypoxia_1_1_alignments,Guida et al DGE for upc2 on YPD under 1% oxygen (biol rep 1; tech rep 1) alignments,"Aligned non-strand-specific single-end reads, upc2 hypoxia",1% oxygen upc2 deletion,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_upc2_YPD_hypoxia_1_1_coverage,Guida et al DGE for upc2 on YPD under 1% oxygen (biol rep 1; tech rep 1) coverage,"Read coverage, upc2 hypoxia",1% oxygen upc2 deletion,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_upc2_YPD_hypoxia_1_1_density,Guida et al DGE for upc2 on YPD under 1% oxygen (biol rep 1; tech rep 1) density,"Read density, upc2 hypoxia",1% oxygen upc2 deletion,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_5_1_alignments,Guida et al WT on YPD (biol rep 5; tech rep 1) alignments,"Aligned non-strand-specific single-end reads, WT control",control,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_5_1_coverage,Guida et al WT on YPD (biol rep 5; tech rep 1) coverage,"Read coverage, WT control",control,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_5_1_density,Guida et al WT on YPD (biol rep 5; tech rep 1) density,"Read density, WT control",control,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_hypoxia_4_1_alignments,Guida et al DGE for WT on YPD under 1% oxygen (biol rep 4; tech rep 1) alignments,"Aligned non-strand-specific single-end reads, WT hypoxia",1% oxygen,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_hypoxia_4_1_coverage,Guida et al DGE for WT on YPD under 1% oxygen (biol rep 4; tech rep 1) coverage,"Read coverage, WT hypoxia",1% oxygen,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_hypoxia_4_1_density,Guida et al DGE for WT on YPD under 1% oxygen (biol rep 4; tech rep 1) density,"Read density, WT hypoxia",1% oxygen,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_upc2_YPD_hypoxia_2_1_alignments,Guida et al DGE for upc2 on YPD under 1% oxygen (biol rep 2; tech rep 1) alignments,"Aligned non-strand-specific single-end reads, upc2 hypoxia",1% oxygen upc2 deletion,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_upc2_YPD_hypoxia_2_1_coverage,Guida et al DGE for upc2 on YPD under 1% oxygen (biol rep 2; tech rep 1) coverage,"Read coverage, upc2 hypoxia",1% oxygen upc2 deletion,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_upc2_YPD_hypoxia_2_1_density,Guida et al DGE for upc2 on YPD under 1% oxygen (biol rep 2; tech rep 1) density,"Read density, upc2 hypoxia",1% oxygen upc2 deletion,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_6_1_alignments,Guida et al WT on YPD (biol rep 6; tech rep 1) alignments,"Aligned non-strand-specific single-end reads, WT control",control,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_6_1_coverage,Guida et al WT on YPD (biol rep 6; tech rep 1) coverage,"Read coverage, WT control",control,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_6_1_density,Guida et al WT on YPD (biol rep 6; tech rep 1) density,"Read density, WT control",control,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_BMW_4_1_alignments,Guida et al WT on BMW (biol rep 4; tech rep 1) alignments,"Aligned non-strand-specific single-end reads, WT on BMW",BMW medium,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_BMW_4_1_coverage,Guida et al WT on BMW (biol rep 4; tech rep 1) coverage,"Read coverage, WT on BMW",BMW medium,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_BMW_4_1_density,Guida et al WT on BMW (biol rep 4; tech rep 1) density,"Read density, WT on BMW",BMW medium,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_7_1_alignments,Guida et al WT on YPD (biol rep 7; tech rep 1) alignments,"Aligned non-strand-specific single-end reads, WT control",control,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_7_1_coverage,Guida et al WT on YPD (biol rep 7; tech rep 1) coverage,"Read coverage, WT control",control,Gene expression,RNA-Seq,aligned reads,C. parapsilosis,CLIB214,Guida,22192698
Guida_WT_YPD_7_1_density,Guida et al WT on YPD (biol rep 7; tech rep 1) density,"Read density, WT control",control,Gene expression,RNA-Seq,coverage plot,C. parapsilosis,CLIB214,Guida,22192698
